timestamp,c,h,l,o
2017-01-01 00:00:00,970.9059114526802,972.0987712594972,966.3891236399153,968.2105082807692
2017-01-01 01:00:00,967.7799669696167,970.7838119436597,964.7543513449518,970.7838119436597
2017-01-01 02:00:00,966.525168053611,970.1755251034576,964.5072250528474,970.1755251034576
2017-01-01 03:00:00,962.9323724756849,968.5771900360307,962.9323724756849,967.0111090360659
2017-01-01 04:00:00,967.5118419760686,967.8791588309216,963.2869752040508,964.0140807907339
2017-01-01 05:00:00,966.3126499263167,966.7443763822957,963.2171692111883,966.7443763822957
2017-01-01 06:00:00,965.2442291470693,966.6280676327533,964.3097619673737,966.6280676327533
2017-01-01 07:00:00,966.8759862244244,969.25522318457,966.8134278547802,967.3038470742292
2017-01-01 08:00:00,967.8132893540994,968.7376465160202,965.199871564089,967.0682781889802
2017-01-01 09:00:00,968.3053143194014,969.5803926328019,965.5880467441575,968.1905641123628
2017-01-01 10:00:00,974.4911442915634,974.4911442915634,967.5536704982414,969.1111458021741
2017-01-01 11:00:00,974.9620691000572,974.9999487077814,974.0999551200113,974.1925431825514
2017-01-01 12:00:00,972.9433832560004,975.5130806837517,972.9433832560004,974.9543738381924
2017-01-01 13:00:00,975.8578300640538,977.2204347309018,974.198892730426,974.198892730426
2017-01-01 14:00:00,977.9744320117115,978.693726303497,975.8872911876863,976.4389484072902
2017-01-01 15:00:00,977.9582378298016,979.7781046556364,976.3931835409448,976.3931835409448
2017-01-01 16:00:00,993.0349899227492,993.0349899227492,978.4561514996582,979.3136264053294
2017-01-01 17:00:00,992.8759425263393,994.1327143519507,989.7070549048416,994.0423595572908
2017-01-01 18:00:00,997.8416342012777,999.0045463863124,993.5108934196892,993.5108934196892
2017-01-01 19:00:00,995.17638416209,996.1460124054423,994.1655034610087,996.1460124054423
2017-01-01 20:00:00,1000.1512608894047,1000.351160583822,995.0414867018603,995.0414867018603
2017-01-01 21:00:00,997.9684938130106,1001.1950652823863,997.562221284866,999.930638299675
2017-01-01 22:00:00,999.288669588038,1002.0202181645427,993.2499831692971,993.2499831692971
2017-01-01 23:00:00,995.9339491996292,999.7376644817527,994.8183869028239,999.3834616341867
2017-01-02 00:00:00,996.8507079235224,997.6904435477161,995.5950123224015,995.5950123224015
2017-01-02 01:00:00,997.9818317339654,997.9818317339654,993.2977913130467,997.0702762709643
2017-01-02 02:00:00,1003.0830261521758,1003.0830261521758,997.8766327549209,997.8766327549209
2017-01-02 03:00:00,1008.5064254150037,1009.6406976060381,1002.5898429984813,1005.0552760198352
2017-01-02 04:00:00,1008.3296215293403,1008.6223688738137,1005.820037515659,1008.2504283714684
2017-01-02 05:00:00,1003.7156311162337,1010.3801194653257,1003.167394389133,1009.1814359851253
2017-01-02 06:00:00,1007.744375249669,1008.7543548506712,1003.61517062694,1003.61517062694
2017-01-02 07:00:00,1008.2714341640393,1010.0840296799955,1007.0843341578276,1008.3097450580003
2017-01-02 08:00:00,1009.0935928848272,1009.8789864875876,1007.6487401669825,1008.7256474692824
2017-01-02 09:00:00,1014.9763125145143,1014.9763125145143,1006.1620848051094,1008.4263804719324
2017-01-02 10:00:00,1020.0257569917804,1021.1744258042903,1014.80011298803,1014.9999516294426
2017-01-02 11:00:00,1024.842776260161,1024.842776260161,1018.5168518542492,1018.5168518542492
2017-01-02 12:00:00,1024.9341691108384,1024.9447933569868,1021.744452240536,1024.6941498638541
2017-01-02 13:00:00,1017.8283093832056,1024.1133839446204,1008.9723079589984,1024.1133839446204
2017-01-02 14:00:00,1024.1398633469416,1024.1398633469416,1014.6851083022316,1016.9070137647076
2017-01-02 15:00:00,1026.0214255325934,1026.695617909393,1020.3807702198372,1023.7458930904953
2017-01-02 16:00:00,1028.2566381209472,1033.0265464986644,1026.2485037609924,1026.6561794864233
2017-01-02 17:00:00,1021.5285830561495,1028.2566460568198,1021.5285830561495,1028.2436279205874
2017-01-02 18:00:00,1014.52842233534,1025.9017134580372,1014.52842233534,1023.5243474110488
2017-01-02 19:00:00,1003.0393250650034,1015.7547121361847,1003.0393250650034,1013.373094569782
2017-01-02 20:00:00,1011.9392402375987,1011.9392402375987,993.343652840477,1002.5633575680804
2017-01-02 21:00:00,1012.2429949352423,1016.068521064194,1008.3708900658957,1015.274357746128
2017-01-02 22:00:00,1014.5795164595737,1018.8024560125293,1012.7338361932692,1012.7338361932692
2017-01-02 23:00:00,1014.3551444208007,1017.5116709952423,1013.7754474967517,1013.8036150728824
2017-01-03 00:00:00,1020.8361357016153,1020.8361357016153,1012.0414306677403,1012.0414306677403
2017-01-03 01:00:00,1023.195485178466,1023.195485178466,1017.1191390715217,1021.1015973857764
2017-01-03 02:00:00,1010.0098001360607,1025.15676204304,1009.33531980046,1020.7194982571132
2017-01-03 03:00:00,1023.3881564753112,1023.4068504271879,1019.3938544187356,1021.3102677795564
2017-01-03 04:00:00,1021.7864134834764,1023.5589819333184,1019.2460161029013,1023.2417427631856
2017-01-03 05:00:00,1017.0667399979736,1024.323468603453,1017.0667399979736,1022.9835939484072
2017-01-03 06:00:00,1013.0409961112473,1022.3712050682827,1013.0409961112473,1020.9151020330116
2017-01-03 07:00:00,1014.2142238044212,1016.8462422715237,1009.8772504580667,1010.6942253690397
2017-01-03 08:00:00,1014.7987188194363,1017.2210942107228,1014.0017245414967,1016.2641508582994
2017-01-03 09:00:00,1013.7356406057664,1017.9162109641612,1012.6079766592868,1013.2945867128695
2017-01-03 10:00:00,1018.8461775213667,1018.8461775213667,1013.0337486015112,1014.0284752463347
2017-01-03 11:00:00,1020.0890021497853,1022.520248135446,1018.3247958048312,1018.3247958048312
2017-01-03 12:00:00,1023.338138244976,1023.4262069747857,1019.6289851571794,1021.9019734585378
2017-01-03 13:00:00,1017.5163182940256,1021.4701543001827,1017.4102180267239,1021.4701543001827
2017-01-03 14:00:00,1015.2976786170717,1017.5403105663336,1014.7851446287866,1016.6907709380373
2017-01-03 15:00:00,1017.4029861715967,1020.1075001361144,1012.0705216274116,1015.5289906526267
2017-01-03 16:00:00,1019.7687903260543,1020.1671935712486,1017.6993767807543,1017.8552641699423
2017-01-03 17:00:00,1019.2873214048986,1019.9428966357104,1018.0561732605008,1019.9428966357104
2017-01-03 18:00:00,1023.7552494961012,1024.6895938123089,1019.7361866409062,1019.7361866409062
2017-01-03 19:00:00,1017.6312049990154,1022.292796190144,1015.328462257603,1020.6717822997044
2017-01-03 20:00:00,1020.1946143887276,1026.9462058714987,1018.9563423665677,1019.1600981711273
2017-01-03 21:00:00,1023.34934027741,1026.296822192639,1020.6347499484076,1025.1845357748266
2017-01-03 22:00:00,1027.044338019928,1027.988243808542,1021.875219036922,1023.5061380461807
2017-01-03 23:00:00,1024.4356274214406,1035.5398378162317,1024.4356274214406,1026.7232571746263
2017-01-04 00:00:00,1035.2250008810954,1038.0501886316754,1022.8204666855153,1022.8204666855153
2017-01-04 01:00:00,1037.3399122409862,1038.9953819424102,1034.4338356883,1034.4338356883
2017-01-04 02:00:00,1040.811658078535,1045.1509601364037,1036.0415716961843,1036.0415716961843
2017-01-04 03:00:00,1045.1345933634534,1046.6803297578758,1041.648582461291,1041.648582461291
2017-01-04 04:00:00,1045.4823542917866,1050.874142611016,1044.7792962129795,1045.4327706650997
2017-01-04 05:00:00,1060.9087995747009,1060.9087995747009,1045.7022072497587,1045.7022072497587
2017-01-04 06:00:00,1055.5558620861086,1060.6246160522644,1046.5166419956083,1058.466102141525
2017-01-04 07:00:00,1058.644545780749,1062.1540035920157,1054.2796474686684,1054.2796474686684
2017-01-04 08:00:00,1057.3075935510333,1061.0416016125596,1055.5213162449293,1060.1173386079074
2017-01-04 09:00:00,1066.2248015892976,1066.2248015892976,1056.4516949695294,1056.4516949695294
2017-01-04 10:00:00,1077.4984082428377,1077.4984082428377,1066.1535953171879,1066.1535953171879
2017-01-04 11:00:00,1083.1081422605203,1087.0939623715103,1076.464954082543,1079.0960915089677
